I am unable to find the Sunfeast Mom's Magic Biscuits in my area.,Query
I have promoted your brand well😅 Now it's your turn✋ Collaborate with me!!!😌,Collaboration
How many days it takes to delivery books with customized pictures on it?,Query
Aaj bade dino baad man Kiya kuchh biskut khalu lekin biskut packet kholte hi usme keeda samne hi dikh gaya aap log itne la parwah kaise ho sakte hain agar yahi biskut koi bachcha Bina dekhe kha leta to apne products per thoda dhyan do,Complaint
"I bought Sunfeast Dark Fantasy vanilla creme buiscuit , but when I opened this packet on buiscuits there is 3,4 warms on it. Is this definition for you customer safety. @sunfeast_xcal @SDarkFantasy @sunfeastcares @fssaiindia",Complaint
I found hair in the biscuits and confirmed the pack had no pin holes nor it was tampered.,Complaint
I found Thread piece in Choco fills pieces. It is serious health issue if I ate it. Why you are not able to found at the time of manufacturing??????,Complaint
"I purchased a ITC manufactured 5 Kg Multigrain Atta but today I took out some Atta from the bin and saw Cobwebs in it, therefore, returned to the shopkeeper whatever was left. It is unfortunate to note that such a Atta is being manufactured by your Company which ultimately brings a bad name.",Complaint
"while opening pack of Atta a LIZARD has been found in a very bad condition. The whole Atta has now been put in dustbin and I am not going to use it again. From the above incident it has become imperative that NO HYGENIC parameters are being adhered to at ITC level. Please let me know how this kind of blunder happened in product of ITC and on receipt of your response the matter will be escalated to FSSAI & Food Controllers as well as Ministry of Food and Civil Supplies. The proof has been kept with me. However I have decided not to use any product of ITC in future. Hope you will take it SERIOUSLY. Regards,",Complaint
I brought 2 packs of Aashirvaad Select Atta Which is 5+5 Kg of Rs 331 each. I found Ants in atta,Complaint
I found worms in atta.,Complaint
I purchased Aashirwad Multigrain Aata and the aata was full of insects. It’s unexpected from a brand like Aashirwad and i’d like you to please take the matter in your consideration.,Complaint
Every month I purchase 5 packs of Sambhrani and 50%of Sambhrani is broken into pieces and even this time I faced the same issue.,Complaint
I had brought sunfeast dark fantasy Choco fills how can i consume this Biscuit without knowing the PKD Not printed on the pack ?,Complaint
"I purchased Marie Light Biscuit Carton Box each bundle 12 packets suppose to come ., in one bundle 10 packets are there 2 biscuit packets missing",Complaint
after eating it I was felt weak and my stomach ache started it never happened before and now after 2 days I got vomiting and the sole reason your Potato chips it didn't digest property and the quality was so poor So expect you guys to please take an action on this and do the helpful.!,Complaint
Hello there i wanted to know is this yippee maggie halaal,Query
I bought ready to eat chicken and want to know whether it is halal certified or not?,Query
I had purchased 1 atta packet of Select atta and found Infestation inside packet nilambur,Complaint
I need supply of Bingo tedhe medhe.,Query
"i purchased an yippie 5 rupee pack, pack was faulty because very less noodle was in pack. Ignorance to this mail and no reply will force me to raise complaint in fssai and consumer court online portal with video and pack.",Complaint
I want supply of ITC frozen products,Query
is it halal ?,Query
the biscuits were completely burnt,Complaint
the quality of atta was not good.,Complaint
what is the price of the product? how many packs of Biscuits will be available in a 40rs of pack?,Query
Please change advertisement models just intolerable.,Feedback
I purchased Sunfeast bounce orange créme biscuit.. I cant find cream ..only biscuits are there..i can't waste my money for fraud activity. You do have a quality check team right ..are they sleeping in their shifts.,Complaint
I bought Candyman Fantastic wafer biscuits MRP 100 . On pack it claims that there will be 22 mini treats but in reality there were only 16. I wanted to complain about false advertising of this product.,Complaint
I had purchased a pack of dark fantasy choco fills worth rs.10 and found one unit in it.,Complaint
Why you want to cheat your consumers by giving an appearance of a full packet of biscuits on the outside and leaving a partition between the plastic container inside . Clearly this is cheating and cheap tactic of profit making,Complaint
I am not satisfied with taste of sunfeast bourbon biscuit.,Complaint
I found the smell of the Ghee was not good,Complaint
I purchased 12 packs Biscuit poach 10rs MRP 50grms and when I open and used 2 packs inside biscuit oil smell is coming and taste also not good,Complaint
I recently purchased 5 bottles of badam shake and one bottle has extremely bad taste like totally bitter and sour. This is not expected. I have always enjoyed this drink but this is the first time I have encountered such a bad experience. It spoiled the taste of my mouth completely and had to spit it out immediately. It is surprising how one bottle out of 5 was so horrible.,Feedback
"The magic masala has little bitter taste that need to be changed for betterment of the product and it's popularity,",Complaint
distributor is not suppling item properly,Complaint
Please provide Distributor Contact Details.,Query
Aata is always out of stock in my area pincode 110018,Complaint
I want availability of sunfeast dark fantasy chocolate cake in my area.,Query
I would want you to collaborate with my artist also for the same. I am working with a few television artists and they would want to be a part of any campaign being held after the lockdown.,Collaboration
How to get distributorship?,Query
Aashirvaad aata very bed quality... kida Nikla h aapke aate se...,Complaint
"I bought Sunfeast Dark Fantasy vanilla creme buiscuit , but when I opened this packet on buiscuits there is 3,4 warms on it. Is this definition for you customer safety. @sunfeast_xcal @SDarkFantasy @sunfeastcares @fssaiindia",Complaint
I found hair in the Sunfeast biscuits,Complaint
I found worms in aashirvaad atta,Complaint
"I purchased AASHIRVAAD brand Gulab Jamun Instant Mix Pack. While preparing Gulab Jamuns, my wife noticed black foreign material in it. I did press it in my fingers. It's a little hard. Could not identify type of product contamination.",Complaint
"while opening pack of Atta a LIZARD has been found in a very bad condition. The whole Atta has now been put in dustbin and I am not going to use it again. From the above incident it has become imperative that NO HYGENIC parameters are being adhered to at ITC level. Please let me know how this kind of blunder happened in product of ITC and on receipt of your response the matter will be escalated to FSSAI & Food Controllers as well as Ministry of Food and Civil Supplies. The proof has been kept with me. However I have decided not to use any product of ITC in future. Hope you will take it SERIOUSLY. Regards,",Complaint
I brought 2 packs of Aashirvaad Select Atta Which is 5+5 Kg of Rs 331 each. I found Ants in atta and the pack had no pin holes nor it was tampered.,Complaint
I found worms in atta.,Complaint
"I purchased Ashirvad Atta 10kg. Today when I opened the package, infestation is noticed and presence of insect and their webbing found inside.",Complaint
"I am a regular user of Sunfeast yeppiee noodles. Today morning when i opened the packet, the Masala packet missing in noodles.",Complaint
I had brought yippee noodle from D mart when I opened the pack I found the no masala packet inside the pack,Complaint
"I purchased Sunfeast Bounce 10rs packet , where two packets supposed to come inside the packet, but holding the packet I feel only one is there inside.",Complaint
after i eat Bingo potato chips (plain salted) i get cold or cough or sore throat. Could you please check whether the production facilities are preparing it correctly or is it the raw materials that is the issue.,Complaint
"Hello, is Dark Fantasy chocolate shake halal?Get...",Query
I bought ready to eat chicken and want to know whether it is halal certified or not?,Query
I had purchased 1 Ltr. pack of B- Natural Mixed Fruit Juice. Where I found the pack was puffed.,Complaint
I Need Supply of Dark Fantasy Choco Fills Biscuits. Kindly do the needful.,Query
I purchased atta from the local store and found lumps in the packet,Complaint
i want supply of ITC sunfeast momsmagic biscuit packet for personal consumption.,Query
Is moms magic almond and cashews bisc are halal Or not.,Query
the biscuits were crushed and broken and pack had no pin holes nor it was tampered.,Complaint
the quality of the matches are not as earlier as the quantity and the quality is reduced compared to earlier,Complaint
What is the price of the product? how many pieces available inside the pack?,Query
What sought of rubbish advertisement it is? Are they above 21 years 🤔 What are you trying to promote? Do give us some clarity!,Feedback
I purchased Sunfeast bounce orange créme biscuit.. I cant find cream ..only biscuits are there..i can't waste my money for fraud activity. You do have a quality check team right ..are they sleeping in their shifts.,Complaint
I bought one pack today which says it contains 6 packs of 12.5g each. But i got 4 packs of less gram than claimed. I got 4 mini choco fills and 2 the usual size.,Complaint
I had purchased a pack of sunfeast bounce biscuit pack and found only 6 pack instead of 7,Complaint
Why you want to cheat your consumers by giving an appearance of a full packet of biscuits on the outside and leaving a partition between the plastic container inside which can easily accommodate 5-6 additional biscuits?! Clearly this is cheating and cheap tactic of profit making.,Complaint
I am not satisfied with taste of sunfeast bourbon biscuit.,Complaint
I had and issue with the taste of the biscuit as I found it overly baked and it even tasted bitter.,Complaint
I purchased 2 packs of Bingo simply salted potato chips of Rs.50 each and it seems that one pack was salted twice as it was significantly more salty than the other.,Complaint
"I used to eat yippie as usual brought 2 yippie magic masala packs , feeling so sad to say that you guys degrade so badly , the taste is changed , maybe the taste maker(masala) is changed or you're giving lesser amount of masala now.",Complaint
the Mangaldeep Mogra Agarbatti had no fragrance in it,Complaint
have issues related to your products. I am the owner of a shop based out in Vasai West om nagar and the products that I have kept for sunfeast has been completely expired. I tried contacting your distributor many a times but no body takes initiative to come and pick these products is this the way you’ll provide the service ???,Complaint
Please provide me distributor details for the pin code 110018.,Query
As per telephonic conversation customer said that he purchased sunfeast mango smoothy in indigo flight when he was travelling. Since he like that product he ordered again from jio mart from his home but hear found the cost of mango smoothy was also different and quality also different so he said that he want that product which he had in air indigo flight. So while checking with custoemr pincode there was no availability of that product.,Complaint
I want supply of ready to eat veg food products in my area but it is not available.,Complaint
I would want you to collaborate with my artist also for the same. I am working with a few television artists and they would want to be a part of any campaign being held after the lockdown.,Collaboration
i am going to open new book store i need some materials,Query
"as a responsible citizen would like to address some serious hygiene related issues to your notice. I am highly disappointed with my previous two and three orders wherein I have found some unhygienic materials in Aashirwad Aata (5 Kg) product. Previously, I used to get hair in the Aata but today I received cement type material in the Aashirwad Superior MP Aata (5kg). This is a serious issue and should be taken into consideration. I believe you will take the request into consideration and take future care of the hygienic conditions before selling the items to the customers.",Complaint
I brought 5 Rs of Bing snacks and found some stones in snacks while consuming.,Complaint
I found hair paticle in bingo chips.,Complaint
I found worms in all the 4 packs of atta.,Complaint
"I purchased AASHIRVAAD brand Gulab Jamun Instant Mix Pack. While preparing Gulab Jamuns, my wife noticed black foreign material in it. I did press it in my fingers. It's a little hard. Could not identify type of product contamination.",Complaint
"while opening pack of Atta a LIZARD has been found in a very bad condition. The whole Atta has now been put in dustbin and I am not going to use it again. From the above incident it has become imperative that NO HYGENIC parameters are being adhered to at ITC level. Please let me know how this kind of blunder happened in product of ITC and on receipt of your response the matter will be escalated to FSSAI & Food Controllers as well as Ministry of Food and Civil Supplies. The proof has been kept with me. However I have decided not to use any product of ITC in future. Hope you will take it SERIOUSLY. Regards,",Complaint
I found ants in noodles and the pack was tampered.,Complaint
I found worms in atta.,Complaint
"I purchased Ashirvad Atta 10kg. Today when I opened the package, infestation is noticed and presence of insect and their webbing found inside.",Complaint
"I am not satisfied with the manufacturing of aashirvaad atta,the quality of packaging is not good. Iam ready for replacement.",Complaint
I had purchased 2 packs of Sunfeast Yippee Noodles Magic Masala. Where the masala pack was missing.,Complaint
I purchased Sunfeast Dark Fantasy Choco Fills pacets after opening the pack I found one pack without biscuit remaining all are fine.,Complaint
are the ready to eat ( chicken nuggets ) halal ? Please let me know,Query
How many days it takes to delivery books with customized pictures on it?,Query
I found 1 biscuit less in the pack of 10/- the pack should contain 5 pieces but there were only 4 in it.,Complaint
I had purchased a pack of B- Natural guava Juice. from more super mart. and I found pack got puffed after 4 days of purchase.,Complaint
I need supply of ITC frozen products,Query
I purchased Bingo Chilly Sprinkled potato chips when I opened it the quality was very poor it was not crispy its like a boiled potato,Complaint
I want supply of Kitchens of india product please guide me further details.,Query
is yippie noodle halal?,Query
the biscuits were not sweet and also were soggy.,Complaint
the quantity of the biscuits were less in the bounce pack in one pack there was 4 pieces and in another pack there were 5 pieces.,Complaint
What is the price of this product?,Query
bingo chilli sprinkled chips was roasted completly in to black..,Complaint
"I purchased the Itc Buger patty from Dunzo. Unfortunately, this time the product was really bad and of sub standard quality. I opened it and every burger patty was breaking and crumbling.",Complaint
I bought the attached picture Malabar Paratha packet The packet contained 4 parathas but it said 5 parathas on the packet.,Complaint
I had purchased a pack of Sunfeast bounce choco cream worth Rs.5 and found only 1 piece of biscuits in it.,Complaint
"When I opened the packet, I found out that the chips did not contain any flavour except they tasted like salted flavour. I was deeply hurt and disappointed with the taste. I kindly request you to refund my money for the inconvenience caused. If not I shall proceed legally.",Complaint
I am not satisfied with the taste and quality of bingo chips. I want replacement,Complaint
I had brought ITC Master Chief Chicken Breast Strips and when I Consumed the Product it was Sour and Bitter.,Complaint
I purchased 3 packs of Yippie Noodles and after preparing some nonveg smell is coming from Noodles and some hard piece also found inside the masala sachet,Complaint
In Bingo Tedhe Medhe Masala Tadka masala was less and during the,Feedback
the noodles I consumed tasted bitter and sour.,Complaint
"I am Mayur i want to raise a complaint for not supplying the Bingo products by the distributor and this happens most of the time, we call the salesman and ordered the product but they never supply us on time",Complaint
Please provide the contact details of Marketing team?,Query
As per telephonic conversation customer said that he purchased sunfeast mango smoothy in indigo flight when he was travelling. Since he like that product he ordered again from jio mart from his home but hear found the cost of mango smoothy was also different and quality also different so he said that he want that product which he had in air indigo flight. So while checking with custoemr pincode there was no availability of that product.,Complaint
I want to buy n use itc cashew and almonds halwa. But I am not able to find offline shop. who is selling itc halwa?,Complaint
Hello can we collaborate?,Collaboration
I am looking for a distributorship ITC Frozen products.,Query
Bingo tedhe medhe use pe Nikal Raha hai plastic to dhekho,Complaint
I brought Aashirvaad shudh chakki Atta 10kg 1 packspacket was tamperd,Complaint
I found insects in Aashirvaad whole wheat atta and I am ready to handover the packet and Atta,Complaint
I found worms in atta and the pack had no pin holes nor it was tampered.,Complaint
I purchased Aashirvaad Salt and found steel particle in it..,Complaint
"Your Product quality was not good "" insect in the item "" . Around 9-10 times complaint raised but not response.",Complaint
I found dead frog in salt.,Complaint
I found worms in atta. He also said that he is using this brand atta from 17 years.,Complaint
I purchased packet of 5 KG of Aashirvaad aata from Blinkit. In the packet I see some solid lump kind of material in packet.,Complaint
