I am unable to find the Sunfeast Mom's Magic Biscuits in my area.,Product_Availability
I have promoted your brand well😅 Now it's your turn✋ Collaborate with me!!!😌,Brand
How many days it takes to delivery books with customized pictures on it?,Service
Aaj bade dino baad man Kiya kuchh biskut khalu lekin biskut packet kholte hi usme keeda samne hi dikh gaya aap log itne la parwah kaise ho sakte hain agar yahi biskut koi bachcha Bina dekhe kha leta to apne products per thoda dhyan do,Product_Infestation
"I bought Sunfeast Dark Fantasy vanilla creme buiscuit , but when I opened this packet on buiscuits there is 3,4 warms on it. Is this definition for you customer safety. @sunfeast_xcal @SDarkFantasy @sunfeastcares @fssaiindia",Product_Infestation
I found hair in the biscuits and confirmed the pack had no pin holes nor it was tampered.,Product_Foreign Body
I found Thread piece in Choco fills pieces. It is serious health issue if I ate it. Why you are not able to found at the time of manufacturing??????,Product_Foreign Body
"I purchased a ITC manufactured 5 Kg Multigrain Atta but today I took out some Atta from the bin and saw Cobwebs in it, therefore, returned to the shopkeeper whatever was left. It is unfortunate to note that such a Atta is being manufactured by your Company which ultimately brings a bad name.",Product_Infestation
"while opening pack of Atta a LIZARD has been found in a very bad condition. The whole Atta has now been put in dustbin and I am not going to use it again. From the above incident it has become imperative that NO HYGENIC parameters are being adhered to at ITC level. Please let me know how this kind of blunder happened in product of ITC and on receipt of your response the matter will be escalated to FSSAI & Food Controllers as well as Ministry of Food and Civil Supplies. The proof has been kept with me. However I have decided not to use any product of ITC in future. Hope you will take it SERIOUSLY. Regards,",Product_Infestation
I brought 2 packs of Aashirvaad Select Atta Which is 5+5 Kg of Rs 331 each. I found Ants in atta,Product_Infestation
I found worms in atta.,Product_Infestation
I purchased Aashirwad Multigrain Aata and the aata was full of insects. It’s unexpected from a brand like Aashirwad and i’d like you to please take the matter in your consideration.,Product_Infestation
Every month I purchase 5 packs of Sambhrani and 50%of Sambhrani is broken into pieces and even this time I faced the same issue.,Product_Quality
I had brought sunfeast dark fantasy Choco fills how can i consume this Biscuit without knowing the PKD Not printed on the pack ?,Product_Packging
"I purchased Marie Light Biscuit Carton Box each bundle 12 packets suppose to come ., in one bundle 10 packets are there 2 biscuit packets missing",Product_Packging
after eating it I was felt weak and my stomach ache started it never happened before and now after 2 days I got vomiting and the sole reason your Potato chips it didn't digest property and the quality was so poor So expect you guys to please take an action on this and do the helpful.!,Product_Generic
Hello there i wanted to know is this yippee maggie halaal,Brand
I bought ready to eat chicken and want to know whether it is halal certified or not?,Brand
I had purchased 1 atta packet of Select atta and found Infestation inside packet nilambur,Product_Infestation
I need supply of Bingo tedhe medhe.,Service
"i purchased an yippie 5 rupee pack, pack was faulty because very less noodle was in pack. Ignorance to this mail and no reply will force me to raise complaint in fssai and consumer court online portal with video and pack.",Product_Generic
I want supply of ITC frozen products,Service
is it halal ?,Brand
the biscuits were completely burnt,Product_Sensory
the quality of atta was not good.,Product_Quality
what is the price of the product? how many packs of Biscuits will be available in a 40rs of pack?,Pricing
Please change advertisement models just intolerable.,Promotion
I purchased Sunfeast bounce orange créme biscuit.. I cant find cream ..only biscuits are there..i can't waste my money for fraud activity. You do have a quality check team right ..are they sleeping in their shifts.,Product_Quality
I bought Candyman Fantastic wafer biscuits MRP 100 . On pack it claims that there will be 22 mini treats but in reality there were only 16. I wanted to complain about false advertising of this product.,Product_Generic
I had purchased a pack of dark fantasy choco fills worth rs.10 and found one unit in it.,Product_Generic
Why you want to cheat your consumers by giving an appearance of a full packet of biscuits on the outside and leaving a partition between the plastic container inside . Clearly this is cheating and cheap tactic of profit making,Product_Generic
I am not satisfied with taste of sunfeast bourbon biscuit.,Product_Sensory
I found the smell of the Ghee was not good,Product_Sensory
I purchased 12 packs Biscuit poach 10rs MRP 50grms and when I open and used 2 packs inside biscuit oil smell is coming and taste also not good,Product_Sensory
I recently purchased 5 bottles of badam shake and one bottle has extremely bad taste like totally bitter and sour. This is not expected. I have always enjoyed this drink but this is the first time I have encountered such a bad experience. It spoiled the taste of my mouth completely and had to spit it out immediately. It is surprising how one bottle out of 5 was so horrible.,Product_Sensory
"The magic masala has little bitter taste that need to be changed for betterment of the product and it's popularity,",Product_Sensory
distributor is not suppling item properly,People
Please provide Distributor Contact Details.,People
Aata is always out of stock in my area pincode 110018,Product_Availability
I want availability of sunfeast dark fantasy chocolate cake in my area.,Product_Availability
I would want you to collaborate with my artist also for the same. I am working with a few television artists and they would want to be a part of any campaign being held after the lockdown.,Brand
How to get distributorship?,People
Aashirvaad aata very bed quality... kida Nikla h aapke aate se...,Product_Infestation
"I bought Sunfeast Dark Fantasy vanilla creme buiscuit , but when I opened this packet on buiscuits there is 3,4 warms on it. Is this definition for you customer safety. @sunfeast_xcal @SDarkFantasy @sunfeastcares @fssaiindia",Product_Infestation
I found hair in the Sunfeast biscuits,Product_Foreign Body
I found worms in aashirvaad atta,Product_Infestation
"I purchased AASHIRVAAD brand Gulab Jamun Instant Mix Pack. While preparing Gulab Jamuns, my wife noticed black foreign material in it. I did press it in my fingers. It's a little hard. Could not identify type of product contamination.",Product_Foreign Body
"while opening pack of Atta a LIZARD has been found in a very bad condition. The whole Atta has now been put in dustbin and I am not going to use it again. From the above incident it has become imperative that NO HYGENIC parameters are being adhered to at ITC level. Please let me know how this kind of blunder happened in product of ITC and on receipt of your response the matter will be escalated to FSSAI & Food Controllers as well as Ministry of Food and Civil Supplies. The proof has been kept with me. However I have decided not to use any product of ITC in future. Hope you will take it SERIOUSLY. Regards,",Product_Infestation
I brought 2 packs of Aashirvaad Select Atta Which is 5+5 Kg of Rs 331 each. I found Ants in atta and the pack had no pin holes nor it was tampered.,Product_Infestation
I found worms in atta.,Product_Infestation
"I purchased Ashirvad Atta 10kg. Today when I opened the package, infestation is noticed and presence of insect and their webbing found inside.",Product_Infestation
"I am a regular user of Sunfeast yeppiee noodles. Today morning when i opened the packet, the Masala packet missing in noodles.",Product_Packging
I had brought yippee noodle from D mart when I opened the pack I found the no masala packet inside the pack,Product_Packging
"I purchased Sunfeast Bounce 10rs packet , where two packets supposed to come inside the packet, but holding the packet I feel only one is there inside.",Product_Packging
after i eat Bingo potato chips (plain salted) i get cold or cough or sore throat. Could you please check whether the production facilities are preparing it correctly or is it the raw materials that is the issue.,Product_Generic
"Hello, is Dark Fantasy chocolate shake halal?Get...",Brand
I bought ready to eat chicken and want to know whether it is halal certified or not?,Brand
I had purchased 1 Ltr. pack of B- Natural Mixed Fruit Juice. Where I found the pack was puffed.,Product_Quality
I Need Supply of Dark Fantasy Choco Fills Biscuits. Kindly do the needful.,Service
I purchased atta from the local store and found lumps in the packet,Product_Foreign Body
i want supply of ITC sunfeast momsmagic biscuit packet for personal consumption.,Service
Is moms magic almond and cashews bisc are halal Or not.,Brand
the biscuits were crushed and broken and pack had no pin holes nor it was tampered.,Product_Quality
the quality of the matches are not as earlier as the quantity and the quality is reduced compared to earlier,Product_Generic
What is the price of the product? how many pieces available inside the pack?,Pricing
What sought of rubbish advertisement it is? Are they above 21 years 🤔 What are you trying to promote? Do give us some clarity!,Promotion
I purchased Sunfeast bounce orange créme biscuit.. I cant find cream ..only biscuits are there..i can't waste my money for fraud activity. You do have a quality check team right ..are they sleeping in their shifts.,Product_Quality
I bought one pack today which says it contains 6 packs of 12.5g each. But i got 4 packs of less gram than claimed. I got 4 mini choco fills and 2 the usual size.,Product_Generic
I had purchased a pack of sunfeast bounce biscuit pack and found only 6 pack instead of 7,Product_Generic
Why you want to cheat your consumers by giving an appearance of a full packet of biscuits on the outside and leaving a partition between the plastic container inside which can easily accommodate 5-6 additional biscuits?! Clearly this is cheating and cheap tactic of profit making.,Product_Generic
I am not satisfied with taste of sunfeast bourbon biscuit.,Product_Sensory
I had and issue with the taste of the biscuit as I found it overly baked and it even tasted bitter.,Product_Sensory
I purchased 2 packs of Bingo simply salted potato chips of Rs.50 each and it seems that one pack was salted twice as it was significantly more salty than the other.,Product_Sensory
"I used to eat yippie as usual brought 2 yippie magic masala packs , feeling so sad to say that you guys degrade so badly , the taste is changed , maybe the taste maker(masala) is changed or you're giving lesser amount of masala now.",Product_Sensory
the Mangaldeep Mogra Agarbatti had no fragrance in it,Product_Generic
have issues related to your products. I am the owner of a shop based out in Vasai West om nagar and the products that I have kept for sunfeast has been completely expired. I tried contacting your distributor many a times but no body takes initiative to come and pick these products is this the way you’ll provide the service ???,People
Please provide me distributor details for the pin code 110018.,People
As per telephonic conversation customer said that he purchased sunfeast mango smoothy in indigo flight when he was travelling. Since he like that product he ordered again from jio mart from his home but hear found the cost of mango smoothy was also different and quality also different so he said that he want that product which he had in air indigo flight. So while checking with custoemr pincode there was no availability of that product.,Product_Availability
I want supply of ready to eat veg food products in my area but it is not available.,Product_Availability
I would want you to collaborate with my artist also for the same. I am working with a few television artists and they would want to be a part of any campaign being held after the lockdown.,Brand
i am going to open new book store i need some materials,People
"as a responsible citizen would like to address some serious hygiene related issues to your notice. I am highly disappointed with my previous two and three orders wherein I have found some unhygienic materials in Aashirwad Aata (5 Kg) product. Previously, I used to get hair in the Aata but today I received cement type material in the Aashirwad Superior MP Aata (5kg). This is a serious issue and should be taken into consideration. I believe you will take the request into consideration and take future care of the hygienic conditions before selling the items to the customers.",Product_Foreign Body
I brought 5 Rs of Bing snacks and found some stones in snacks while consuming.,Product_Foreign Body
I found hair paticle in bingo chips.,Product_Foreign Body
I found worms in all the 4 packs of atta.,Product_Infestation
"I purchased AASHIRVAAD brand Gulab Jamun Instant Mix Pack. While preparing Gulab Jamuns, my wife noticed black foreign material in it. I did press it in my fingers. It's a little hard. Could not identify type of product contamination.",Product_Foreign Body
"while opening pack of Atta a LIZARD has been found in a very bad condition. The whole Atta has now been put in dustbin and I am not going to use it again. From the above incident it has become imperative that NO HYGENIC parameters are being adhered to at ITC level. Please let me know how this kind of blunder happened in product of ITC and on receipt of your response the matter will be escalated to FSSAI & Food Controllers as well as Ministry of Food and Civil Supplies. The proof has been kept with me. However I have decided not to use any product of ITC in future. Hope you will take it SERIOUSLY. Regards,",Product_Infestation
I found ants in noodles and the pack was tampered.,Product_Infestation
I found worms in atta.,Product_Infestation
"I purchased Ashirvad Atta 10kg. Today when I opened the package, infestation is noticed and presence of insect and their webbing found inside.",Product_Infestation
"I am not satisfied with the manufacturing of aashirvaad atta,the quality of packaging is not good. Iam ready for replacement.",Product_Packging
I had purchased 2 packs of Sunfeast Yippee Noodles Magic Masala. Where the masala pack was missing.,Product_Packging
I purchased Sunfeast Dark Fantasy Choco Fills pacets after opening the pack I found one pack without biscuit remaining all are fine.,Product_Packging
are the ready to eat ( chicken nuggets ) halal ? Please let me know,Brand
How many days it takes to delivery books with customized pictures on it?,Product_Customization
I found 1 biscuit less in the pack of 10/- the pack should contain 5 pieces but there were only 4 in it.,Product_Generic
I had purchased a pack of B- Natural guava Juice. from more super mart. and I found pack got puffed after 4 days of purchase.,Product_Quality
I need supply of ITC frozen products,Service
I purchased Bingo Chilly Sprinkled potato chips when I opened it the quality was very poor it was not crispy its like a boiled potato,Product_Sensory
I want supply of Kitchens of india product please guide me further details.,Service
is yippie noodle halal?,Brand
the biscuits were not sweet and also were soggy.,Product_Sensory
the quantity of the biscuits were less in the bounce pack in one pack there was 4 pieces and in another pack there were 5 pieces.,Product_Generic
What is the price of this product?,Pricing
bingo chilli sprinkled chips was roasted completly in to black..,Product_Sensory
"I purchased the Itc Buger patty from Dunzo. Unfortunately, this time the product was really bad and of sub standard quality. I opened it and every burger patty was breaking and crumbling.",Product_Quality
I bought the attached picture Malabar Paratha packet The packet contained 4 parathas but it said 5 parathas on the packet.,Product_Generic
I had purchased a pack of Sunfeast bounce choco cream worth Rs.5 and found only 1 piece of biscuits in it.,Product_Generic
"When I opened the packet, I found out that the chips did not contain any flavour except they tasted like salted flavour. I was deeply hurt and disappointed with the taste. I kindly request you to refund my money for the inconvenience caused. If not I shall proceed legally.",Product_Sensory
I am not satisfied with the taste and quality of bingo chips. I want replacement,Product_Sensory
I had brought ITC Master Chief Chicken Breast Strips and when I Consumed the Product it was Sour and Bitter.,Product_Sensory
I purchased 3 packs of Yippie Noodles and after preparing some nonveg smell is coming from Noodles and some hard piece also found inside the masala sachet,Product_Sensory
In Bingo Tedhe Medhe Masala Tadka masala was less and during the,Product_Sensory
the noodles I consumed tasted bitter and sour.,Product_Sensory
"I am Mayur i want to raise a complaint for not supplying the Bingo products by the distributor and this happens most of the time, we call the salesman and ordered the product but they never supply us on time",People
Please provide the contact details of Marketing team?,People
As per telephonic conversation customer said that he purchased sunfeast mango smoothy in indigo flight when he was travelling. Since he like that product he ordered again from jio mart from his home but hear found the cost of mango smoothy was also different and quality also different so he said that he want that product which he had in air indigo flight. So while checking with custoemr pincode there was no availability of that product.,Product_Availability
I want to buy n use itc cashew and almonds halwa. But I am not able to find offline shop. who is selling itc halwa?,Product_Availability
Hello can we collaborate?,Brand
I am looking for a distributorship ITC Frozen products.,People
Bingo tedhe medhe use pe Nikal Raha hai plastic to dhekho,Product_Foreign Body
I brought Aashirvaad shudh chakki Atta 10kg 1 packspacket was tamperd,Product_Quality
I found insects in Aashirvaad whole wheat atta and I am ready to handover the packet and Atta,Product_Infestation
I found worms in atta and the pack had no pin holes nor it was tampered.,Product_Infestation
I purchased Aashirvaad Salt and found steel particle in it..,Product_Foreign Body
"Your Product quality was not good "" insect in the item "" . Around 9-10 times complaint raised but not response.",Product_Infestation
I found dead frog in salt.,Product_Infestation
